Prioridad,Lakehouse,Esquema,source_table,target_table,Campo_001,Campo_002,Campo_003,Campo_004,Campo_005,Campo_006,Campo_007,Campo_008,Campo_009,Campo_010,Campo_011,Campo_012,Campo_013,Campo_014,Campo_015,Campo_016,Campo_017,Campo_018,Campo_019,Campo_020,Campo_021,Campo_022,Campo_023,Campo_024,Campo_025,Campo_026,Campo_027,Campo_028,Campo_029,Campo_030,Campo_031,Campo_032,Campo_033,Campo_034,Campo_035,Campo_036,Campo_037,Campo_038,Campo_039,Campo_040,Campo_041,Campo_042,Campo_043,Campo_044,Campo_045,Campo_046,Campo_047,Campo_048,Campo_049,Campo_050,Campo_051,Campo_052,Campo_053,Campo_054,Campo_055,Campo_056,Campo_057,Campo_058,Campo_059,Campo_060,Campo_061,Campo_062,Campo_063,Campo_064,Campo_065,Campo_066,Campo_067,Campo_068,Campo_069,Campo_070,Campo_071,Campo_072,Campo_073,Campo_074,Campo_075,Campo_076,Campo_077,Campo_078,Campo_079,Campo_080,Campo_081,Campo_082,Campo_083,Campo_084,Campo_085,Campo_086,Campo_087,Campo_088,Campo_089,Campo_090,Campo_091,Campo_092,Campo_093,Campo_094,Campo_095,Campo_096,Campo_097,Campo_098,Campo_099,Campo_100,Campo_101,Campo_102,Campo_103,Campo_104,Campo_105,Campo_106,Campo_107,Campo_108,Campo_109,Campo_110,Campo_111,Campo_112,Campo_113,Campo_114,Campo_115,Campo_116,Campo_117,Campo_118,Campo_119,Campo_120,Campo_121,Campo_122,Campo_123,Campo_124,Campo_125,Campo_126,Campo_127,Campo_128,Campo_129,Campo_130,Campo_131,Campo_132,Campo_133,Campo_134,Campo_135,Campo_136,Campo_137,Campo_138,Campo_139,Campo_140,Campo_141,Campo_142,Campo_143,Campo_144,Campo_145,Campo_146,Campo_147,Campo_148,Campo_149,Campo_150,Campo_151,Campo_152,Campo_153,Campo_154,Campo_155,Campo_156,Campo_157,Campo_158,Campo_159,Campo_160,Campo_161,Campo_162,Campo_163,Campo_164,Campo_165,Campo_166,Campo_167,Campo_168,Campo_169,Campo_170,Campo_171,Campo_172,Campo_173,Campo_174,Campo_175,Campo_176,Campo_177,Campo_178,Campo_179,Campo_180,Campo_181,Campo_182,Campo_183,Campo_184,Campo_185,Campo_186,Campo_187,Campo_188,Campo_189,Campo_190,Campo_191,Campo_192,Campo_193,Campo_194,Campo_195,Campo_196,Campo_197,Campo_198,Campo_199,Campo_200,Campo_201,Campo_202,Campo_203,Campo_204,Campo_205,Campo_206,Campo_207,Campo_208,Campo_209,sap_Client,sap_CreatedBy,sap_CreatedOn,sap_LastChangedBy,sap_LastChangedOn,sap_DataSource,sap_LogicalSystem,sap_DataPackage,Notas_SAP
7,lh_bronze_sap_rise,sd,IBILLINGDOC,invoices,,,,,,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,,,,,,Customer,,,,,,,,,,,,,,,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,TransactionCurrency,,,,,,,,,Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,,,,,,,,,,,,,,,,,,,,,DocumentDate,DocumentDate,,,,,,DocumentDate,,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
7,lh_silver_erp,sd,request_return,request_return,reference_number,created_at,document_type,reason_code,invoice_from,issuing_plant,receiving_plant,comment_01,comment_02,comment_03,document_status,authorization_date_1,authorization_date_2,char_01,char_02,char_03,char_04,flag_01,flag_02,flag_03,decimal_01,decimal_02,decimal_03,date_01,date_02,date_03,payment_terms,created_by,authorized_by_level1,authorized_by_level2,currency_code,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_qad1,sd,XXRFCRE_MSTR,request_return,XXRFCRE_NBR,XXRFCRE_DATE,XXRFCRE_TYPE,XXRFCRE_REASON,XXRFCRE_INV_FROM,XXRFCRE_SITE_IF,XXRFCRE_SITE_IN,`XXRFCRE_CMMT##1`,`XXRFCRE_CMMT##2`,`XXRFCRE_CMMT##3`,XXRFCRE_STATUS,XXRFCRE_DATE_AUTH1,XXRFCRE_DATE_AUTH2,XXRFCRE__CHR01,XXRFCRE__CHR02,XXRFCRE__CHR03,XXRFCRE__CHR04,XXRFCRE__LOG01,XXRFCRE__LOG02,XXRFCRE__LOG03,XXRFCRE__DEC01,XXRFCRE__DEC02,XXRFCRE__DEC03,XXRFCRE__DTE01,XXRFCRE__DTE02,XXRFCRE__DTE03,XXRFCRE_CR_TERMS,XXRFCRE_USERID,XXRFCRE_AUTH1_BY,XXRFCRE_AUTH2_BY,XXRFCRE_CURR,XXRFCRE_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_qad2,sd,XXRFCRE_MSTR,request_return,XXRFCRE_NBR,XXRFCRE_DATE,XXRFCRE_TYPE,XXRFCRE_REASON,XXRFCRE_INV_FROM,XXRFCRE_SITE_IF,XXRFCRE_SITE_IN,`XXRFCRE_CMMT##1`,`XXRFCRE_CMMT##2`,`XXRFCRE_CMMT##3`,XXRFCRE_STATUS,XXRFCRE_DATE_AUTH1,XXRFCRE_DATE_AUTH2,XXRFCRE__CHR01,XXRFCRE__CHR02,XXRFCRE__CHR03,XXRFCRE__CHR04,XXRFCRE__LOG01,XXRFCRE__LOG02,XXRFCRE__LOG03,XXRFCRE__DEC01,XXRFCRE__DEC02,XXRFCRE__DEC03,XXRFCRE__DTE01,XXRFCRE__DTE02,XXRFCRE__DTE03,XXRFCRE_CR_TERMS,XXRFCRE_USERID,XXRFCRE_AUTH1_BY,XXRFCRE_AUTH2_BY,XXRFCRE_CURR,XXRFCRE_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_sap_rise,sd,IRETURNDELIVERY,request_return,,,,,,,,,,,,DocumentDate,DocumentDate,,,,,,,,,,,DocumentDate,DocumentDate,DocumentDate,,,,,TransactionCurrency,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
7,lh_silver_erp,sd,request_return_items,request_return_items,reference_number,line_number,material_code,serial_number,invoiced_quantity,rejected_quantity,received_quantity,credited_quantity,unit_price,credit_document_number,char_01,char_02,char_03,char_04,flag_01,flag_02,flag_03,decimal_01,decimal_02,decimal_03,date_01,date_02,date_03,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_qad1,sd,XXRFCRED_DET,request_return_items,XXRFCRED_NBR,XXRFCRED_LINE,XXRFCRED_PART,XXRFCRED_SERIAL,XXRFCRED_QTY_INV,XXRFCRED_QTY_REJ,XXRFCRED_QTY_REC,XXRFCRED_QTY_CRE,XXRFCRED_PRICE,XXRFCRED_CRE_NBR,XXRFCRED__CHR01,XXRFCRED__CHR02,XXRFCRED__CHR03,XXRFCRED__CHR04,XXRFCRED__LOG01,XXRFCRED__LOG02,XXRFCRED__LOG03,XXRFCRED__DEC01,XXRFCRED__DEC02,XXRFCRED__DEC03,XXRFCRED__DTE01,XXRFCRED__DTE02,XXRFCRED__DTE03,XXRFCRED_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_qad2,sd,XXRFCRED_DET,request_return_items,XXRFCRED_NBR,XXRFCRED_LINE,XXRFCRED_PART,XXRFCRED_SERIAL,XXRFCRED_QTY_INV,XXRFCRED_QTY_REJ,XXRFCRED_QTY_REC,XXRFCRED_QTY_CRE,XXRFCRED_PRICE,XXRFCRED_CRE_NBR,XXRFCRED__CHR01,XXRFCRED__CHR02,XXRFCRED__CHR03,XXRFCRED__CHR04,XXRFCRED__LOG01,XXRFCRED__LOG02,XXRFCRED__LOG03,XXRFCRED__DEC01,XXRFCRED__DEC02,XXRFCRED__DEC03,XXRFCRED__DTE01,XXRFCRED__DTE02,XXRFCRED__DTE03,XXRFCRED_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_sap_rise,sd,IRETURNDELIVERYITEM,request_return_items,,,,,,,,,,,,,,,,,,,,,DocumentDate,DocumentDate,DocumentDate,CompanyCode,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
7,lh_silver_erp,sd,sales_order,sales_order,sales_order_id,sold_to_id,ship_to_id,order_date,requested_delivery_date,delivery_due_date,header_text,customer_po_number,customer_po_number_2,ship_po_number,billing_document,quotation_number,payment_terms,price_list,price_list_2,discount_rate,tax_code,tax_environment,tax_usage,tax_date,tax_rate_1,tax_rate_2,tax_rate_3,prepaid_amount,prepaid_tax_amount,currency_code,exchange_rate,exchange_rate_2,exchange_rate_type,exchange_rate_sequence,enterprise_exchange_rate,language_code,incoterms,shipping_method,plant_id,sales_channel,sales_division,bill_of_lading,freight_price_list,freight_terms,freight_min_weight,schedule_method,ship_engineering_flag,gross_weight,weight_unit,package_size,size_unit,cartons_qty,document_status,posted_flag,taxable_flag,partial_delivery_flag,print_sales_order_flag,print_packing_list_flag,print_bill_of_lading_flag,ready_for_invoicing_flag,invoiced_flag,credit_memo_flag,schedule_flag,fixed_price_flag,fixed_rate_flag,revision_number,primary_flag,secondary_flag,include_issues_flag,cumulative_account_flag,merge_rss_flag,ship_complete_flag,bump_all_flag,include_in_rss_flag,manual_freight_terms_flag,consignment_flag,auto_replenish_flag,billing_date,shipment_date,confirmation_date,cancellation_date,pricing_date,priced_date,ar_gl_account,ar_cost_center,ar_subaccount,posting_id,posting_percentage,project_code,document_type,source_system,engineering_code,sales_representative,user_id,bank_id,sales_agreement_number,customer_account_number,fcg_code,corporate_price_list,application_owner,sequence_order,firm_sequence_days,authorization_days,max_aging_days,revenue_code,revenue_accrual_gl_account,revenue_accrual_subaccount,revenue_accrual_cost_center,revenue_deferral_gl_account,revenue_deferral_subaccount,revenue_deferral_cost_center,sales_employee_1,sales_employee_2,sales_employee_3,sales_employee_4,addl_sales_employee_1,addl_sales_employee_2,commission_pct_1,commission_pct_2,commission_pct_3,commission_pct_4,extra_commission_pct_1,extra_commission_pct_2,user_field_1,user_field_2,header_text_dup,legacy_fst_id,surcharge_1_amount,surcharge_1_code,surcharge_2_amount,surcharge_2_code,surcharge_3_amount,surcharge_3_code,comment_index,confirmation_date_dup,document_type_dup,bill_to_id,invoicing_method,engineering_code_dup,udf_char_01,udf_char_02,udf_char_03,udf_char_04,udf_char_05,udf_char_06,udf_char_07,udf_char_08,udf_char_09,udf_char_10,udf_date_01,udf_date_02,udf_decimal_01,udf_decimal_02,udf_flag_01,invoice_credit_reference,sales_agreement_number_dup,requested_time,company_code,record_id,last_updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_qad1,sd,SO_MSTR,sales_order,SO_NBR,SO_CUST,SO_SHIP,SO_ORD_DATE,SO_REQ_DATE,SO_DUE_DATE,SO_RMKS,SO_PO,SO_CUST_PO,SO_SHIP_PO,SO_INV_NBR,SO_QUOTE,SO_CR_TERMS,SO_PR_LIST,SO_PR_LIST2,SO_DISC_PCT,SO_TAXC,SO_TAX_ENV,SO_TAX_USAGE,SO_TAX_DATE,`SO_TAX_PCT##1`,`SO_TAX_PCT##2`,`SO_TAX_PCT##3`,SO_PREPAID,SO_PREP_TAX,SO_CURR,SO_EX_RATE,SO_EX_RATE2,SO_EX_RATETYPE,SO_EXRU_SEQ,SO_ENT_EX,SO_LANG,SO_FOB,SO_SHIPVIA,SO_SITE,SO_CHANNEL,SO_DIV,SO_BOL,SO_FR_LIST,SO_FR_TERMS,SO_FR_MIN_WT,SO_SCH_MTHD,SO_SHIP_ENG,SO_WEIGHT,SO_WEIGHT_UM,SO_SIZE,SO_SIZE_UM,SO_CARTONS,SO_STAT,SO_PST,SO_TAXABLE,SO_PARTIAL,SO_PRINT_SO,SO_PRINT_PL,SO_PRINT_BL,SO_TO_INV,SO_INVOICED,SO_CREDIT,SO_SCHED,SO_FIX_PR,SO_FIX_RATE,SO_REV,SO_PRIMARY,SO_SECONDARY,SO_INCL_ISS,SO_CUM_ACCT,SO_MERGE_RSS,SO_SHIP_CMPLT,SO_BUMP_ALL,SO_INC_IN_RSS,SO_MANUAL_FR_TERMS,SO_CONSIGNMENT,SO_AUTO_REPLENISH,SO_INV_DATE,SO_SHIP_DATE,SO_CONF_DATE,SO_CNCL_DATE,SO_PRICING_DT,SO_PRICED_DT,SO_AR_ACCT,SO_AR_CC,SO_AR_SUB,SO_PST_ID,SO_PST_PCT,SO_PROJECT,SO_TYPE,SO_SOURCE,SO_ENG_CODE,SO_CONREP,SO_USERID,SO_BANK,SO_SA_NBR,SO_CA_NBR,SO_FCG_CODE,SO_CRPRLIST,SO_APP_OWNER,SO_SEQ_ORDER,SO_FIRM_SEQ_DAYS,SO_AUTH_DAYS,SO_MAX_AGING_DAYS,SO_REVENUE,SO_FSACCR_ACCT,SO_FSACCR_SUB,SO_FSACCR_CC,SO_FSDEF_ACCT,SO_FSDEF_SUB,SO_FSDEF_CC,`SO_SLSPSN##1`,`SO_SLSPSN##2`,`SO_SLSPSN##3`,`SO_SLSPSN##4`,`SO_XSLSPSN##1`,`SO_XSLSPSN##2`,`SO_COMM_PCT##1`,`SO_COMM_PCT##2`,`SO_COMM_PCT##3`,`SO_COMM_PCT##4`,`SO_XCOMM_PCT##1`,`SO_XCOMM_PCT##2`,SO_USER1,SO_USER2,SO_RMKS,SO_FST_ID,SO_TRL1_AMT,SO_TRL1_CD,SO_TRL2_AMT,SO_TRL2_CD,SO_TRL3_AMT,SO_TRL3_CD,SO_CMTINDX,SO_CONF_DATE,SO_TYPE,SO_BILL,SO_INV_MTHD,SO_ENG_CODE,SO__CHR01,SO__CHR02,SO__CHR03,SO__CHR04,SO__CHR05,SO__CHR06,SO__CHR07,SO__CHR08,SO__CHR09,SO__CHR10,SO__DTE01,SO__DTE02,SO__DEC01,SO__DEC02,SO__LOG01,SO_INV_CR,SO_SA_NBR,SO_REQ_TIME,SO_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,lh_bronze_sap_rise,sd,ISALESORDER,sales_order,SalesOrder,,,DocumentDate,DocumentDate,DocumentDate,,,,,,,,,,,,,,DocumentDate,,,,AmountInCompanyCodeCurrency,AmountInCompanyCodeCurrency,TransactionCurrency,,,,,,,,,Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,,,,,,,,,,,,,,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,,AmountInCompanyCodeCurrency,,,DocumentDate,,,,,,,,,,,,,,,DocumentDate,DocumentDate,,,,,,,SalesOrganization,,LastChangeDateTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
7,lh_silver_erp,sd,sales_order_items,sales_order_items,sales_order_id,item_number,material,item_description,uom,uom_conversion_factor,lot_number,serial_number,ordered_quantity,allocated_quantity,picked_quantity,shipped_quantity,invoiced_quantity,invoiced_quantity_total,quantity_change,backorder_change,quoted_quantity,item_quantity,quantity_per,quantity_consumed,quantity_returned,quantity_pending,quantity_exchanged,item_price,list_price,actual_price,fixed_price_amount,standard_cost,discount_rate,covered_amount,requested_delivery_date,delivery_due_date,posting_period_date,expiration_date,sob_revision_date,warranty_start_date,pick_date,start_effective_date_1,start_effective_date_2,start_effective_date_3,start_effective_date_4,end_effective_date_1,end_effective_date_2,end_effective_date_3,end_effective_date_4,cumulative_date_1,cumulative_date_2,cumulative_date_3,cumulative_date_4,expected_delivery_date,promise_date,last_modified_date,pricing_date,tax_code,tax_usage,tax_environment,tax_max_amount,tax_included_flag,storage_location_id,to_storage_location,plant_id,to_plant_id,dock,freight_rate,freight_weight,freight_weight_unit,freight_class,freight_charge,freight_price_list,taxable_flag,abnormal_flag,sob_standard_flag,consume_flag,partial_delivery_flag,posted_flag,calc_isb_flag,auto_ins_flag,override_limit,schedule_flag,schedule_mrp_flag,confirm_flag,schedule_changed_flag,update_isb_flag,fixed_price_flag,direct_allocation_flag,manual_freight_list_flag,consignment_flag,auto_replenish_flag,gl_account,cost_center,discount_gl_account,discount_cost_center,project_code,contract_id,reference_number,line_reference,to_reference,for_code,fixed_asset_number,customer_material_number,outbound_po_number,customer_account_number,customer_account_line,cumulative_quantity_1,cumulative_quantity_2,cumulative_quantity_3,cumulative_quantity_4,cumulative_time_1,cumulative_time_2,cumulative_time_3,cumulative_time_4,current_release_id_1,current_release_id_2,current_release_id_3,release_number,schedule_data,order_multiple,transfer_lead_time_days,transfer_lead_time_hours,raw_days,fab_days,rbkt_days,rbkt_weeks,rbkt_months,sales_employee_1,sales_employee_2,sales_employee_3,sales_employee_4,addl_sales_employee_1,addl_sales_employee_2,addl_sales_employee_3,commission_pct_1,commission_pct_2,commission_pct_3,commission_pct_4,extra_commission_pct_1,extra_commission_pct_2,sales_representative,item_type,item_status,owner,rma_type,foreign_serial,sales_division,model_year,customer_reference,bonus,btb_type,btb_po_number,btb_pod_line,btb_vendor,config_type,planning_priority,priority_group_1,priority_group_2,subaccount,dsc_project,discount_subaccount,order_category,charge_type,sales_agreement_number,service_code,package_code,isb_location,isb_reference,ship_to_id,end_user,credit_interest,inventory_cost,outbound_po_number_dup,sad_line_number,alternate_package_flag,past_due_code,price_list,ship_part,item_comment_1,item_comment_2,item_comment_3,item_comment_4,item_comment_5,user_field_1,user_field_2,comment_index,udf_char_01,udf_char_02,udf_char_03,udf_char_04,udf_char_05,udf_char_06,udf_char_07,udf_char_08,udf_char_09,udf_char_10,udf_date_01,udf_date_02,udf_decimal_01,udf_decimal_02,udf_flag_01,billing_document,product_line,last_modified_by,expected_delivery_date_dup,requested_time,intransit_location,consignment_location,max_aging_days,company_code,record_id,last_updated_at,,,,,,,,,
7,lh_bronze_qad1,sd,SOD_DET,sales_order_items,SOD_NBR,SOD_LINE,SOD_PART,SOD_DESC,SOD_UM,SOD_UM_CONV,SOD_LOT,SOD_SERIAL,SOD_QTY_ORD,SOD_QTY_ALL,SOD_QTY_PICK,SOD_QTY_SHIP,SOD_QTY_INV,SOD_QTY_IVCD,SOD_QTY_CHG,SOD_BO_CHG,SOD_QTY_QOTE,SOD_QTY_ITEM,SOD_QTY_PER,SOD_QTY_CONS,SOD_QTY_RET,SOD_QTY_PEND,SOD_QTY_EXCH,SOD_PRICE,SOD_LIST_PR,SOD_ACT_PRICE,SOD_FIXED_PRICE,SOD_STD_COST,SOD_DISC_PCT,SOD_COVERED_AMT,SOD_REQ_DATE,SOD_DUE_DATE,SOD_PER_DATE,SOD_EXPIRE,SOD_SOB_REV,SOD_WARR_START,SOD_PICKDATE,`SOD_START_EFF##1`,`SOD_START_EFF##2`,`SOD_START_EFF##3`,`SOD_START_EFF##4`,`SOD_END_EFF##1`,`SOD_END_EFF##2`,`SOD_END_EFF##3`,`SOD_END_EFF##4`,`SOD_CUM_DATE##1`,`SOD_CUM_DATE##2`,`SOD_CUM_DATE##3`,`SOD_CUM_DATE##4`,SOD_EXP_DEL,SOD_PROMISE_DATE,SOD_MOD_DATE,SOD_PRICING_DT,SOD_TAXC,SOD_TAX_USAGE,SOD_TAX_ENV,SOD_TAX_MAX,SOD_TAX_IN,SOD_LOC,SOD_TO_LOC,SOD_SITE,SOD_TO_SITE,SOD_DOCK,SOD_FR_RATE,SOD_FR_WT,SOD_FR_WT_UM,SOD_FR_CLASS,SOD_FR_CHG,SOD_FR_LIST,SOD_TAXABLE,SOD_ABNORMAL,SOD_SOB_STD,SOD_CONSUME,SOD_PARTIAL,SOD_PST,SOD_CALC_ISB,SOD_AUTO_INS,SOD_OVERRIDE_LMT,SOD_SCHED,SOD_SCH_MRP,SOD_CONFIRM,SOD_SCHED_CHGD,SOD_UPD_ISB,SOD_FIX_PR,SOD_DIR_ALL,SOD_MANUAL_FR_LIST,SOD_CONSIGNMENT,SOD_AUTO_REPLENISH,SOD_ACCT,SOD_CC,SOD_DSC_ACCT,SOD_DSC_CC,SOD_PROJECT,SOD_CONTR_ID,SOD_REF,SOD_LN_REF,SOD_TO_REF,SOD_FOR,SOD_FA_NBR,SOD_CUSTPART,SOD_OUT_PO,SOD_CA_NBR,SOD_CA_LINE,`SOD_CUM_QTY##1`,`SOD_CUM_QTY##2`,`SOD_CUM_QTY##3`,`SOD_CUM_QTY##4`,`SOD_CUM_TIME##1`,`SOD_CUM_TIME##2`,`SOD_CUM_TIME##3`,`SOD_CUM_TIME##4`,`SOD_CURR_RLSE_ID##1`,`SOD_CURR_RLSE_ID##2`,`SOD_CURR_RLSE_ID##3`,SOD_RLSE_NBR,SOD_SCH_DATA,SOD_ORD_MULT,SOD_TRANSLT_DAYS,SOD_TRANSLT_HRS,SOD_RAW_DAYS,SOD_FAB_DAYS,SOD_RBKT_DAYS,SOD_RBKT_WEEKS,SOD_RBKT_MTHS,`SOD_SLSPSN##1`,`SOD_SLSPSN##2`,`SOD_SLSPSN##3`,`SOD_SLSPSN##4`,`SOD_XSLSPSN##1`,`SOD_XSLSPSN##2`,`SOD_XSLSPSN##3`,`SOD_COMM_PCT##1`,`SOD_COMM_PCT##2`,`SOD_COMM_PCT##3`,`SOD_COMM_PCT##4`,`SOD_XCOMM_PCT##1`,`SOD_XCOMM_PCT##2`,SOD_CONREP,SOD_TYPE,SOD_STATUS,SOD_OWNER,SOD_RMA_TYPE,SOD_FOR_SERIAL,SOD_DIV,SOD_MODELYR,SOD_CUSTREF,SOD_BONUS,SOD_BTB_TYPE,SOD_BTB_PO,SOD_BTB_POD_LINE,SOD_BTB_VEND,SOD_CFG_TYPE,SOD_PL_PRIORITY,SOD_PRIG1,SOD_PRIG2,SOD_SUB,SOD_DSC_PROJECT,SOD_DSC_SUB,SOD_ORDER_CATEGORY,SOD_CHARGE_TYPE,SOD_SA_NBR,SOD_SV_CODE,SOD_PKG_CODE,SOD_ISB_LOC,SOD_ISB_REF,SOD_SHIP,SOD_ENDUSER,SOD_CRT_INT,SOD_INV_COST,SOD_OUT_PO,SOD_SAD_LINE,SOD_ALT_PKG,SOD_PASTDUE,SOD_PR_LIST,SOD_SHIP_PART,`SOD_COMMENT##1`,`SOD_COMMENT##2`,`SOD_COMMENT##3`,`SOD_COMMENT##4`,`SOD_COMMENT##5`,SOD_USER1,SOD_USER2,SOD_CMTINDX,SOD__CHR01,SOD__CHR02,SOD__CHR03,SOD__CHR04,SOD__CHR05,SOD__CHR06,SOD__CHR07,SOD__CHR08,SOD__CHR09,SOD__CHR10,SOD__DTE01,SOD__DTE02,SOD__DEC01,SOD__DEC02,SOD__LOG01,SOD_INV_NBR,SOD_PRODLINE,SOD_MOD_USERID,SOD_EXP_DEL,SOD_REQ_TIME,SOD_INTRANS_LOC,SOD_CONSIGN_LOC,SOD_MAX_AGING_DAYS,SOD_DOMAIN,PROGRESS_RECID,current_timestamp(),,,,,,,,,
7,lh_bronze_sap_rise,sd,ISALESORDERITM,sales_order_items,SalesOrder,,,Description,,,,,,,,,,,,,,,,,,,,,,,AmountInCompanyCodeCurrency,,,AmountInCompanyCodeCurrency,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,DocumentDate,,,,AmountInCompanyCodeCurrency,,,,Plant,Plant,,,,,,,,,,,,,,,,,,,,,DocumentDate,,,,,,,,,,,,,,,,,,,Customer,Customer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DocumentDate,DocumentDate,,,,,,,DocumentDate,,,,,SalesOrganization,,LastChangeDateTime,Client,CreatedByUser,CreationDate,LastChangedByUser,LastChangeDate,DataSource,LogicalSystem,DataPackage,
